country,pop,gdp,unemployment,primary,secondary,tertiary,mortality_infant_rate,life_expectancy,physician,basic_drinking_water,co2,forest_land,broadband,mobile,power,birth_rate,age_15_64,senior,hdi
Seychelles,94677,1426651769,3.96,101.9006729,82.2310791,18.27005005,12.7,74.3097561,2.1212,96.2508915,5.703602776,73.26086957,14.66408944,158.6636715,,17.4,69.36683732,7.312715495,2
Sierra Leone,7328846,3674794530,,118.2467804,41.42993927,,88.6,53.444,,59.03747608,0.130989244,36.21224716,,85.67897704,,34.483,55.3733377,2.989888978,2
Singapore,5607283,3.18764E+11,4.08,100.7732086,107.8590088,83.940979,2.2,82.84634146,2.2936,100,8.232150937,22.9696756,28.15711098,149.6506495,,9.4,77.94225802,9.768495803,0
Slovak Republic,5430798,89614053144,9.67,97.85217285,91.25234222,47.79592133,5,77.16585366,3.4664,99.78751691,5.80025256,40.00353577,24.55972553,128.4435529,,10.6,70.19084701,14.54811767,3
Slovenia,2065042,44736333522,8,99.8380127,115.9301071,77.84908295,1.9,81.17560976,3.0007,99.5,6.745625513,61.85929898,28.41197372,115.0200317,,9.9,66.74025292,18.48077099,2
Solomon Islands,619438,1378551118,,114.3742676,,,18.4,72.424,0.1937,68.54479789,0.581171966,90.24258664,0.264594681,67.24999112,,33.255,56.02497748,3.54757054,3
South Africa,56207649,3.23586E+11,26.54,103.1849594,107.1769485,20.9184494,28.2,63.153,0.7997,92.29629284,7.564450881,14.17511479,2.04735491,146.6221873,,21.314,65.66442046,5.122219493,0
South Sudan,10832520,,,,,0.59254998,62.4,57.12,,41.1868131,0.159704298,11.32535085,0.00138472,24.92495281,,35.738,54.30331157,3.422297567,1
Spain,46484062,1.23208E+12,19.63,104.2141724,126.1904602,86.51608276,2.7,83.32926829,3.8112,99.92650345,5.314294607,37.14286858,30.26250082,110.480234,,8.8,66.32406859,18.91054065,0
Sri Lanka,21203000,82401038710,4.24,101.4740372,97.62885284,18.83810997,7,76.482,0.8925,90.80674449,1.034287601,34.34411,4.244216462,122.7200854,,16.364,65.63676686,9.768466276,3
Sudan,39847433,42630376000,,75.90737152,44.13193893,,44.2,64.663,,60.215884,0.513960335,10.30054938,0.06619246,69.78439192,,32.923,55.32236589,3.489521623,1
Suriname,564883,3317438911,7.92,115.5469894,,,17.6,71.358,1.1312,96.19545677,4.089342395,97.69435897,12.6072779,142.8391115,,19.042,65.61123621,6.70770135,0
Sweden,9923085,5.15655E+11,6.99,124.8510513,144.9093475,63.54801941,2.3,82.30731707,3.984,99.80376396,3.909066586,68.69460607,37.41119745,127.5231707,,11.8,62.77146814,19.84019532,1
Switzerland,8373338,6.95601E+11,4.92,104.6291122,102.5653763,58.04695129,3.7,83.60243902,4.2473,100.0000029,4.730490994,31.76812043,45.05910977,134.1553264,,10.5,66.93853889,18.2289037,3
Syrian Arab Republic,17465567,12356980639,,,,40.05115128,18,70.315,1.2874,93.66913703,1.514980876,2.843108425,5.780594112,76.43527339,,24.525,63.49002538,4.145761018,3
Tajikistan,8663575,6992393787,6.9,97.98573303,,29.1661396,32.1,70.397,,77.62285312,0.687937716,3.039123856,0.069255443,108.5001937,,31.822,60.91155861,2.95910039,0
Tanzania,53049231,49774021003,,85.29785919,26.71446037,4.070569992,39.8,63.844,0.014,54.80740809,0.205846528,53.76044254,0.600336706,75.48495237,,37.461,52.928723,2.563709219,0
Thailand,68971313,4.13366E+11,0.69,100.7575302,118.6259079,49.28681183,8.9,76.403,0.445,99.44567029,3.780122324,39.18064554,10.46667116,173.5054814,,10.676,71.34828152,11.00605777,0
Timor-Leste,1219289,1650618500,4.66,125.7212524,77.01400757,,41.9,68.735,,77.52079555,0.565903572,62.3201076,0.054293981,122.3766657,,29.399,56.74278759,4.390185092,1
Togo,7509952,6031632168,,125.1071472,,12.86021996,49.5,60.22,0.0128,64.82759182,0.30626028,22.45100202,0.649311826,73.30838776,,34.016,55.26701839,2.828487163,0
Tonga,101143,420540178.6,,,,,14.5,70.607,,98.58597331,1.483048753,12.43055556,2.966390792,79.10375446,,24.977,57.89603789,5.973322259,0
Trinidad and Tobago,1377563,22386264807,3.21,,,,17.1,73.1,,98.51909247,13.23351455,44.80896686,18.55302128,157.223424,,13.662,69.36939226,10.00878365,1
Tunisia,11303942,44360775649,15.56,114.9201736,92.86579895,32.81536102,14.7,76.115,1.2834,95.44404588,2.564592069,4.483843975,5.664102223,126.3459615,,18.405,68.17212044,7.829461308,2
Turkey,79827868,8.69693E+11,10.84,100.9476471,102.7405319,,10.5,76.86,1.8142,96.41432248,4.692471556,28.10480361,13.15291498,94.02943867,,16.494,66.62572399,8.050007998,1
Turkmenistan,5662371,36169428571,,,,,36.4,67.835,,98.33812977,12.71905356,8.782159045,0.070641823,151.4384088,,25.37,65.01405419,4.157677495,2
Uganda,39649173,29203988815,,104.0006638,,5.061920166,37.6,61.986,,49.41834413,0.143004244,12.48209655,0.232325189,57.60142849,,39.8,50.42476808,1.900776425,1
Ukraine,45004673,93355993629,9.35,,,,7.9,71.47634146,,93.72407862,4.471757855,16.68249064,12.03425849,133.1689539,,10.3,68.67125428,15.8940765,0
United Arab Emirates,9360975,3.57045E+11,1.64,108.6727066,95.34329224,,6.6,77.47,2.371,99.97133164,21.30760952,4.467755562,13.86163628,212.6389865,,10.603,84.62749627,0.986990678,1
United Kingdom,65611593,2.72285E+12,4.81,101.3352127,,58.42562103,3.8,81.15609756,2.7563,100.0000015,5.774741668,13.05749597,38.42293963,119.0555562,,11.8,64.25192612,18.15837456,3
United States,323071755,1.87451E+13,4.87,101.3628616,98.76992798,88.83505249,5.8,78.53902439,2.5881,99.53713865,15.13174682,33.89972254,32.72717192,122.5945483,,12.2,65.94297877,15.03367875,3
Uruguay,3424139,57236652490,7.84,109.7077789,115.9551163,62.54457092,7.2,77.498,3.9558,99.26624962,1.90704875,11.12444292,26.91712257,149.4317533,,14.057,64.46690531,14.59133111,3
Uzbekistan,31847900,86138288615,5.2,101.5724869,92.60662079,8.463600159,18.8,71.171,,97.68127077,3.370708901,8.13980408,8.734755262,73.99520784,,22.8,67.4698238,4.141626845,2
Vanuatu,278326,780889605.9,,,,,23.5,70.021,0.1653,90.66152629,0.646723626,36.28383921,1.575827255,78.54094061,,30.424,57.39948981,3.704595265,1
"Venezuela, RB",29851249,,5.32,98.9773407,87.93421173,,21,72.405,,94.39418015,5.428918569,52.76714472,8.756720614,92.46141578,,18.61,65.13920772,6.643640276,0
Vietnam,93640435,2.05276E+11,1.85,111.2049179,,28.54496956,16.9,75.172,0.8281,94.10246596,2.390740709,46.36914245,9.716197135,128.7907855,,17.15,70.13834047,6.824691585,1
"Yemen, Rep.",27168210,31317365269,,93.63748169,51.58068085,,43.3,66.087,,56.78561942,0.400468047,1.039831809,1.016699372,60.48634124,,31.627,56.81015472,2.825651953,1
Zambia,16363449,20958412538,,98.60697937,,,45.8,62.464,0.0925,62.16720877,0.341615023,61.29595502,0.194237673,73.43823048,,37.292,52.09097001,2.070705348,0
Zimbabwe,14030338,20548678100,,101.3096771,,8.171440125,41.4,60.294,0.1788,64.46896436,0.783302583,45.57027272,1.217633426,91.79345804,,32.864,54.47313396,2.861778528,0
